date,client_type,product,unitprice,quantity,total,payment
8/11/2025,Retail,Vespa Primavera 150,210000,10,2100000,Transfer
7/9/2025,Retail,Motorstar Xplorer 250x,78900,16,1262400,Transfer
6/26/2025,Retail,Honda ADV 160,164900,19,3133100,Transfer
7/4/2025,Retail,Suzuki Avenis 125,79900,15,1198500,Cash
7/24/2025,Retail,Moto Guzzi V7 Stone,689000,12,8268000,Credit card
6/3/2025,Retail,Keeway RKS 150 Sport,68900,5,344500,Transfer
7/20/2025,Retail,Yamaha XMAX 300,319000,2,638000,Transfer
6/12/2025,Wholesale,Keeway RKS 150 Sport,68900,11,757900,Cash
8/4/2025,Retail,KTM RC 200,198000,29,5742000,Cash
7/24/2025,Retail,Yamaha Serow 250,299000,33,9867000,Credit card
6/5/2025,Retail,Honda Click 125i,80900,28,2265200,Transfer
7/27/2025,Wholesale,Zontes 310X,248000,29,7192000,Credit card
6/17/2025,Retail,Benelli 502C,349000,41,14309000,Credit card
7/17/2025,Wholesale,CFMoto 300Sx,165000,37,6105000,Transfer
6/23/2025,Retail,Suzuki GSX-S150,125000,15,1875000,Transfer
8/18/2025,Wholesale,Suzuki Avenis 125,79900,11,878900,Credit card
8/24/2025,Retail,Bajaj Dominar 400,199900,17,3398300,Cash
6/14/2025,Wholesale,Keeway RKS 150 Sport,68900,5,344500,Transfer
8/5/2025,Retail,Bristol Veloce 500,328000,36,11808000,Credit card
8/14/2025,Wholesale,Yamaha XSR155,182000,33,6006000,Credit card
7/21/2025,Retail,Yamaha XSR155,182000,11,2002000,Transfer
7/8/2025,Retail,Yamaha NMAX 155,151900,3,455700,Transfer
8/3/2025,Retail,KTM Duke 200,178000,1,178000,Credit card
7/8/2025,Retail,BMW R nineT,995000,10,9950000,Cash
7/20/2025,Retail,Moto Morini X-Cape 650,369000,20,7380000,Credit card
8/21/2025,Wholesale,Kawasaki Ninja 400,340000,12,4080000,Credit card
6/30/2025,Wholesale,Aprilia SR GT 200,219000,39,8541000,Transfer
8/18/2025,Wholesale,Harley-Davidson Street 750,499000,47,23453000,Cash
8/30/2025,Wholesale,Italjet Dragster 200,289000,11,3179000,Credit card
7/21/2025,Wholesale,Suzuki Raider R150 Fi,119900,15,1798500,Transfer
8/2/2025,Retail,Suzuki Burgman Street 125,80900,47,3802300,Cash
7/22/2025,Wholesale,Rusi Flash 125,48000,11,528000,Cash
7/8/2025,Retail,CFMoto 300SR,165000,1,165000,Credit card
8/27/2025,Retail,Kawasaki KLX 230,199000,13,2587000,Credit card
8/18/2025,Wholesale,Yamaha FZi 150,99900,4,399600,Transfer
6/30/2025,Wholesale,Royal Enfield Classic 350,250000,30,7500000,Cash
7/21/2025,Wholesale,BMW R nineT,995000,14,13930000,Cash
8/20/2025,Retail,Bajaj Dominar 400,199900,20,3998000,Credit card
6/5/2025,Retail,Kawasaki Ninja 400,340000,5,1700000,Transfer
6/29/2025,Retail,Yamaha Sniper 155,125900,7,881300,Credit card
6/4/2025,Wholesale,Honda ADV 16x,164900,5,824500,Cash
6/10/2025,Wholesale,BMW R nineT,995000,5,4975000,Credit card
7/26/2025,Wholesale,SYM Husky 150,72900,11,801900,Cash
6/17/2025,Wholesale,Aprilia SR GT 200,219000,24,5256000,Transfer
8/13/2025,Retail,Yamaha Aerox 155,124000,6,744000,Transfer
6/17/2025,Retail,Vespa Primavera 150,210000,48,10080000,
8/23/2025,Retail,Benelli 502C,349000,25,8725000,Cash
8/27/2025,Wholesale,Kawasaki KLX 230,199000,17,3383000,Credit card
8/8/2025,Retail,Husqvarna Svartpilen 401,295000,31,9145000,Cash
7/4/2025,Wholesale,Yamaha NMAX 155,151900,29,4405100,Credit card
6/6/2025,Wholesale,Kawasaki Z400,331000,3,993000,Credit card
7/23/2025,Retail,CFMoto 650MT,345000,10,3450000,Credit card
8/5/2025,Wholesale,Honda CBR500R,389000,12,4668000,Transfer
8/16/2025,Retail,Yamaha Serow 250,299000,29,8671000,Cash
7/13/2025,Wholesale,CFMoto 650MT,345000,42,14490000,Credit card
8/14/2025,Retail,CFMoto 650MT,345000,18,6210000,Transfer
6/23/2025,Wholesale,Aprilia SR GT 200,219000,17,3723000,Transfer
7/25/2025,Retail,Bajaj CT125,67900,11,746900,Cash
8/19/2025,Wholesale,Bristol Bobber 650,398000,8,3184000,Transfer
8/14/2025,Wholesale,Yamaha NMAX 155,151900,41,6227900,Transfer
6/16/2025,Retail,Yamaha FZi 150,99900,19,1898100,Credit card
6/8/2025,Retail,Suzuki Burgman Street 125,80900,18,1456200,Credit card
6/4/2025,Retail,BMW R nineT,995000,8,7960000,Transfer
6/4/2025,Retail,Rusi Flash 125,48000,6,288000,Transfer
7/26/2025,Retail,Yamaha FZi 150,99900,6,599400,Credit card
6/25/2025,Retail,CFMoto 300NK,165000,2,330000,Transfer
8/6/2025,Wholesale,Bajaj Dominar 400,199900,24,4797600,Cash
8/6/2025,Retail,BMW G 310 GS,320000,28,8960000,Credit card
6/27/2025,Retail,CFMoto 300SR,165000,19,3135000,Credit card
7/2/2025,Wholesale,Royal Enfield Classic 350,250000,19,4750000,Credit card
7/20/2025,Wholesale,Bristol Bobber 650,398000,28,11144000,Transfer
7/31/2025,Wholesale,Vespa Primavera 150,210000,3,630000,Cash
7/21/2025,Retail,Italjet Dragster 200,289000,46,13294000,Cash
6/19/2025,Retail,Zontes GK350,269000,13,3497000,Credit card
6/21/2025,Retail,SYM Jet X 150,128000,20,2560000,Transfer
6/5/2025,Wholesale,Yamaha Aerox 155,124000,29,3596000,Cash
8/21/2025,Wholesale,Rusi Flash 125,48000,13,624000,Credit card
8/31/2025,Retail,Vespa Primavera 150,210000,6,1260000,Transfer
7/12/2025,Retail,Husqvarna Svartpilen 401,295000,43,12685000,Cash
7/31/2025,Retail,Benelli 502C,349000,17,5933000,Transfer
6/22/2025,Retail,Rusi Flash 125,48000,5,240000,Credit card
6/21/2025,Wholesale,Honda ADV 160,164900,12,1978800,Transfer
8/9/2025,Retail,Yamaha XMAX 300,319000,1,319000,Transfer
6/1/2025,Wholesale,Moto Guzzi V7 Stone,689000,12,8268000,Transfer
6/5/2025,Wholesale,KTM 790 Duke,599000,34,20366000,Transfer
6/12/2025,Wholesale,Zontes GK350,269000,17,4573000,Credit card
8/29/2025,Retail,Yamaha Sniper 155,125900,8,1007200,Transfer
7/16/2025,Retail,Suzuki Raider R150 Fi,119900,4,479600,Credit card
7/4/2025,Retail,Suzuki Avenis 125,79900,9,719100,Cash
7/19/2025,Retail,Honda CBR500R,389000,16,6224000,Transfer
8/17/2025,Retail,Vespa GTS Super 300,398000,17,6766000,Credit card
8/29/2025,Wholesale,Keeway RKS 150 Sport,68900,29,1998100,Cash
7/15/2025,Retail,Italjet Dragster 200,289000,26,7514000,Cash
6/27/2025,Retail,Vespa Primavera 150,210000,16,3360000,Credit card
8/12/2025,Retail,Bristol Bobber 650,398000,6,2388000,Credit card
6/26/2025,Retail,BMW R nineT,995000,15,14925000,Credit card
7/17/2025,Retail,Moto Morini X-Cape 650,369000,13,4797000,Cash
8/25/2025,Wholesale,Honda CRF300L,284900,13,3703700,Credit card
7/26/2025,Retail,TVS Apache RTR 200 4V,129000,7,903000,Credit card
8/2/2025,Wholesale,SYM Husky 150,72900,13,947700,Transfer
7/18/2025,Wholesale,Benelli 502C,349000,18,6282000,Credit card
7/31/2025,Wholesale,Suzuki GSX-S150,125000,19,2375000,Credit card
8/20/2025,Retail,Yamaha XMAX 300,319000,4,1276000,Transfer
6/26/2025,Retail,Royal Enfield Classic 350,250000,19,4750000,Cash
7/6/2025,Retail,Aprilia SR GT 200,219000,28,6132000,Credit card
6/1/2025,Wholesale,Yamaha Aerox 155,124000,23,2852000,Transfer
6/8/2025,Retail,Honda ADV 160,164900,48,7915200,Cash
7/22/2025,Retail,Yamaha Sniper 155,125900,33,4154700,Transfer
8/18/2025,Retail,Yamaha Serow 250,299000,10,2990000,Transfer
7/17/2025,Wholesale,Honda ADV 160,164900,31,5111900,Credit card
7/26/2025,Retail,Honda CBR500R,389000,19,7391000,Transfer
8/25/2025,Wholesale,CFMoto 300NK,165000,14,2310000,Cash
6/14/2025,Wholesale,Yamaha MT-15,178000,40,7120000,Credit card
8/29/2025,Wholesale,Moto Morini X-Cape 650,369000,6,2214000,Cash
6/28/2025,Wholesale,Zontes GK350,269000,14,3766000,Cash
8/26/2025,Retail,Moto Morini X-Cape 650,369000,34,12546000,Transfer
8/17/2025,Wholesale,KTM Duke 200,178000,11,1958000,Transfer
8/27/2025,Wholesale,Yamaha Serow 250,299000,40,11960000,Transfer
6/2/2025,Retail,Yamaha XSR155,182000,44,8008000,Transfer
6/26/2025,Retail,Suzuki Raider R150 Fi,119900,12,1438800,Transfer
6/14/2025,Retail,Moto Guzzi V7 Stone,689000,21,14469000,Transfer
7/29/2025,Wholesale,CFMoto 300SR,165000,14,2310000,Transfer
7/26/2025,Retail,Bristol Bobber 650,398000,18,7164000,Transfer
6/7/2025,Wholesale,Bristol Bobber 650,398000,8,3184000,Cash
6/3/2025,Wholesale,Kawasaki Ninja 400,340000,25,8500000,Transfer
6/23/2025,Wholesale,Vespa Primavera 150,210000,26,5460000,Cash
6/18/2025,Retail,Kawasaki Ninja 400,340000,9,3060000,Credit card
7/8/2025,Wholesale,Yamaha NMAX 155,151900,9,1367100,Cash
6/15/2025,Retail,Suzuki GSX-S150,125000,1,125000,Cash
8/3/2025,Retail,BMW G 310 GS,320000,46,14720000,Transfer
8/28/2025,,Zontes 310X,248000,8,1984000,Credit card
6/28/2025,Wholesale,Suzuki Burgman Street 125,80900,16,1294400,Transfer
8/13/2025,Retail,Benelli 502C,349000,1,349000,Cash
7/9/2025,Retail,Kawasaki Z400,331000,18,5958000,Credit card
7/27/2025,Wholesale,Yamaha Sniper 155,125900,16,2014400,Transfer
6/17/2025,Wholesale,SYM Husky 150,72900,14,1020600,Cash
8/25/2025,Retail,Honda Click 125i,80900,19,1537100,Transfer
8/29/2025,Retail,Kawasaki KLX 230,199000,43,8557000,Transfer
7/14/2025,Wholesale,Vespa GTS Super 300,398000,18,7164000,Cash
6/25/2025,Wholesale,Rusi Flash 125,48000,40,1920000,Cash
6/17/2025,Wholesale,CFMoto 650MT,345000,19,6555000,Transfer
6/13/2025,Retail,Honda ADV 160,164900,11,1813900,Cash
8/23/2025,Retail,CFMoto 650MT,345000,21,7245000,Transfer
6/25/2025,Retail,TVS Apache RTR 200 4V,129000,8,1032000,Transfer
8/7/2025,Wholesale,Moto Morini X-Cape 650,369000,6,2214000,Transfer
6/10/2025,Retail,Yamaha FZi 150,99900,5,499500,Cash
8/6/2025,Wholesale,Vespa Primavera 150,210000,8,1680000,Transfer
2025/07/32,Retail,Yamaha Sniper 155,125900,19,2392100,Cash
8/25/2025,Wholesale,Yamaha MT-15,178000,12,2136000,Credit card
7/4/2025,Retail,Bristol Veloce 500,328000,1,328000,Credit card
6/8/2025,Wholesale,Suzuki Avenis 125,79900,46,3675400,Cash
7/10/2025,Retail,KTM RC 200,198000,7,1386000,Credit card
8/22/2025,Retail,Kawasaki KLX 230,199000,9,1791000,Credit card
7/12/2025,Wholesale,Honda CBR500R,389000,6,2334000,Cash
7/11/2025,Wholesale,Vespa GTS Super 300,398000,5,1990000,Credit card
6/6/2025,Retail,BMW G 310 GS,320000,4,1280000,Credit card
7/22/2025,Wholesale,Bristol Veloce 500,328000,10,3280000,Credit card
6/26/2025,Wholesale,Honda ADV 160,164900,7,1154300,Credit card
8/3/2025,Wholesale,KTM 790 Duke,599000,6,3594000,Cash
7/29/2025,Retail,Kawasaki Z400,331000,48,15888000,Cash
7/26/2025,Wholesale,Suzuki Avenis 125,79900,5,399500,Credit card
7/29/2025,Wholesale,CFMoto 650MT,345000,12,4140000,Transfer
8/9/2025,Wholesale,Kawasaki Ninja 400,340000,15,5100000,Transfer
7/3/2025,Wholesale,Honda Click 125i,80900,21,1698900,Cash
7/23/2025,Retail,Motorstar Xplorer 250R,78900,4,315600,Credit card
6/22/2025,Retail,Yamaha FZi 150,99900,2,199800,Cash
6/21/2025,Retail,Bajaj CT125,67900,31,2104900,Credit card
8/9/2025,Wholesale,BMW R nineT,995000,5,4975000,Credit card
8/9/2025,Wholesale,Kawasaki Ninja 400,340000,12,4080000,Transfer
6/4/2025,Retail,KTM RC 200,198000,2,396000,Credit card
8/14/2025,Wholesale,Motorstar Xplorer 250R,78900,11,867900,Credit card
8/1/2025,Wholesale,Kawasaki KLX 230,199000,42,8358000,Credit card
8/1/2025,Retail,Royal Enfield Classic 350,250000,8,2000000,Credit card
6/24/2025,Wholesale,Yamaha XSR155,182000,32,5824000,Transfer
7/25/2025,Retail,CFMoto 300NK,165000,28,4620000,Credit card
6/9/2025,Retail,Yamaha Aerox 155,124000,13,1612000,Cash
6/3/2025,Retail,Yamaha FZi 150,99900,17,1698300,Credit card
7/1/2025,Retail,Suzuki GSX-S150,125000,6,750000,Cash
7/10/2025,Wholesale,Bristol Bobber 650,398000,10,3980000,Cash
7/6/2025,Wholesale,SYM Husky 150,72900,29,2114100,Transfer
6/24/2025,Wholesale,Yamaha Serow 250,299000,8,2392000,Cash
6/6/2025,Wholesale,Motorstar Xplorer 250R,78900,8,631200,Cash
8/5/2025,Wholesale,Moto Morini X-Cape 650,369000,18,6642000,Transfer
8/23/2025,Wholesale,Bristol Bobber 650,398000,33,13134000,Cash
8/31/2025,Retail,Bajaj CT125,67900,25,1697500,Transfer
8/14/2025,Retail,Suzuki Avenis 125,79900,5,399500,Transfer
6/4/2025,Wholesale,Yamaha Aerox 155,124000,14,1736000,Credit card
8/18/2025,Wholesale,Royal Enfield Classic 350,250000,48,12000000,Credit card
6/6/2025,Retail,Aprilia SR GT 200,219000,4,876000,Cash
7/21/2025,Wholesale,CFMoto 300NK,165000,3,495000,Cash
8/1/2025,Wholesale,Keeway RKS 150 Sport,68900,5,344500,Credit card
7/27/2025,Retail,Moto Morini X-Cape 650,369000,32,11808000,Transfer
8/5/2025,Retail,Benelli 502C,349000,3,1047000,Transfer
8/18/2025,Retail,Italjet Dragster 200,289000,42,12138000,Credit card
8/14/2025,Retail,Yamaha Serow 250,299000,20,5980000,Transfer
6/8/2025,Wholesale,Husqvarna Svartpilen 401,295000,15,4425000,Credit card
6/26/2025,Wholesale,Bristol Veloce 500,328000,20,6560000,Transfer
7/21/2025,Wholesale,Aprilia SR GT 200,219000,3,657000,Credit card
7/15/2025,Wholesale,TVS Apache RTR 200 4V,129000,12,1548000,Cash
7/14/2025,Retail,Suzuki Raider R150 Fi,119900,18,2158200,Cash
6/5/2025,Retail,Kawasaki Z400,331000,35,11585000,Cash
8/9/2025,Wholesale,Moto Guzzi V7 Stone,689000,10,6890000,Transfer
6/26/2025,Wholesale,Benelli 502C,349000,40,13960000,Transfer
8/7/2025,Retail,Suzuki GSX-S150,125000,8,1000000,Credit card
6/19/2025,Retail,Honda CRF300L,284900,13,3703700,Transfer
8/23/2025,Wholesale,Italjet Dragster 200,289000,12,3468000,Cash
6/20/2025,Retail,Motorstar Xplorer 250R,78900,43,3392700,Transfer
6/12/2025,Retail,Zontes 310X,248000,25,6200000,Cash
7/17/2025,Retail,Keeway RKS 150 Sport,68900,40,2756000,Cash
6/1/2025,Retail,Vespa Primavera 150,210000,1,210000,Cash
8/29/2025,Wholesale,Vespa GTS Super 300,398000,16,6368000,Cash
6/14/2025,Wholesale,KTM Duke 200,178000,3,534000,
8/3/2025,Wholesale,Honda ADV 160,164900,9,1484100,Credit card
7/8/2025,Wholesale,SYM Jet X 150,128000,35,4480000,Credit card
7/7/2025,Wholesale,BMW G 310 GS,320000,22,7040000,Credit card
6/11/2025,Retail,Husqvarna Svartpilen 401,295000,11,3245000,Transfer
8/16/2025,Wholesale,BMW G 310 GS,320000,8,2560000,Credit card
6/3/2025,Wholesale,Bajaj CT125,67900,10,679000,Cash
7/3/2025,Retail,Moto Guzzi V7 Stone,689000,6,4134000,Transfer
6/6/2025,Retail,Yamaha FZi 150,99900,13,1298700,Cash
7/20/2025,Wholesale,Yamaha XSR155,182000,8,1456000,Transfer
6/10/2025,Retail,Suzuki Avenis 125,79900,43,3435700,Credit card
6/5/2025,Wholesale,Honda CBR500R,389000,23,8947000,Cash
6/23/2025,Retail,Benelli 502C,349000,11,3839000,Credit card
6/10/2025,Wholesale,CFMoto 650MT,345000,22,7590000,Transfer
7/14/2025,Wholesale,Moto Guzzi V7 Stone,689000,11,7579000,Credit card
6/2/2025,Retail,Yamaha FZi 150,99900,48,4795200,Cash
6/13/2025,Retail,Kawasaki KLX 230,199000,4,796000,Credit card
7/10/2025,Wholesale,CFMoto 650MT,345000,18,6210000,Transfer
6/2/2025,Wholesale,Moto Morini X-Cape 650,369000,23,8487000,Credit card
8/23/2025,Retail,CFMoto 300NK,165000,2,330000,Credit card
8/4/2025,Retail,Suzuki Burgman Street 125,80900,46,3721400,Credit card
8/2/2025,Wholesale,Rusi Flash 125,48000,33,1584000,Cash
8/12/2025,Retail,SYM Jet X 150,128000,1,128000,Credit card
